id,label,type,domain,domain_label,content,source_count
root,iPS自動培養ソフトウェア,root,,,患者血液→iPS樹立→維持/拡大→分化誘導→品質評価までを、画像判断・ロボット操作・規制対応を統合して自動制御するソフトウェアスタック。本マップはその実装に必要なドメイン知識の地図。,2
rule_engine,ルールエンジン,concept,d4,プロセス制御・自律最適化,イベント（glucose_low/lactate_high/osmolality_high/vcd_target_reached/contamination_suspected 等）からアクションへの決定的マッピングを実行するエンジン。,0
safe_bo,Safe BO,concept,d4,プロセス制御・自律最適化,CPP 包絡線（pH/DO/乳酸/浸透圧/凝集体径等）を侵害しないよう制約を課したベイズ最適化。,0
sched,スケジューリング,concept,d4,プロセス制御・自律最適化,12時間ごとの観察など定期タスクと、至適継代時刻のような条件起動タスクを編成。多細胞株・多バッチの並行運転を破綻なく回す制御層。,1
sdl,自律実験 / Self-driving Lab,concept,d4,プロセス制御・自律最適化,ロボットが自ら結果を評価し次実験を計画する枠組み。再現性ある細胞製造に向け、探索空間の系統的・無バイアス探索を加速する。,2
set_agitation_rpm,set_agitation_rpm,concept,d4,プロセス制御・自律最適化,撹拌回転数（50–120 rpm）を設定する L1 副作用ツール。凝集体径制御とシアストレス管理に用いる。,0
set_perfusion_rate,set_perfusion_rate,concept,d4,プロセス制御・自律最適化,灌流率（0→7 vvd）を設定する L1 副作用ツール。glucose/lactate/osmolality トリガで条件起動する。,0
shear_stress_model,シアストレスモデル,concept,d4,プロセス制御・自律最適化,撹拌速度・粘度・凝集体径から Kolmogorov 長またはエネルギー散逸率を推定し、細胞傷害閾値を設計する拡張。,0
signal,シグナル制御（添加因子）,concept,d1,細胞生物学・培養プロトコル,分化方向を決める阻害剤の濃度・タイミング。RPE誘導では FGFR阻害剤・SB431542(TGFβ)・CKI-7(Wnt)・Y-27632 等が制御変数。これらが最適化の探索空間になる。,1
sila,SiLA 2（デバイス標準）,concept,d5,ソフトウェア基盤・相互運用,HTTP/2＋Protocol BuffersとFeature Definition Languageで意味的に同一なデバイスIFを標準化。ベンダロックイン回避と統合工数削減の中核。,2
sila_feature,SiLA2 Feature,concept,d5,ソフトウェア基盤・相互運用,SiLA2 Feature Definition Language（FDL）で定義される機能単位。サンプリングロボ、分注、at-line 分析器等のコマンド/property を記述。,0
src_aber_futura,Aber FUTURA app note,source,d7,センサ・環境モニタリング,"Aber Instruments, FUTURA capacitance perfusion monitoring.",0
src_annex11,EudraLex Annex 11,source,d6,GMP・規制・データインテグリティ,EudraLex Volume 4 Annex 11 — Computerised Systems。EUのGMPデータコンピュータ化システム要件。,1
src_ax,Ax Adaptive Experimentation Platform,source,d4,プロセス制御・自律最適化,Facebook/Meta の実験最適化プラットフォーム。BoTorch 上に構築され、探索空間・制約・多忠実度の管理に向く。,0
src_borys,Borys et al. 2021 (Stem Cell Res Ther),source,d4,プロセス制御・自律最適化,iPSC Vertical-Wheel(PBS Biotech)撹拌最適化。40rpmが最大増殖(day6で32.3±3.2倍)、day5凝集体径169-275µm、>400µmで壊死予想。撹拌CPPの文献アンカー(最適40-60rpm、auto_cellの50-120rpm上限は高め)。,1
src_botorch,BoTorch（ベイズ最適化）,source,d4,プロセス制御・自律最適化,PyTorch ベースのベイズ最適化ライブラリ。多忠実度・制約付き BO に強く、L2 層の実装候補。,0
src_cgt,CGT QC/QA（ALCOA・Part11）,source,d6,GMP・規制・データインテグリティ,データインテグリティ・CSV・CAPA・CPVを横断する実務解説。電子系設計の要件マップとして有用。,1
src_cobrapy,COBRApy,source,d5,ソフトウェア基盤・相互運用,Python によるゲノム規模代謝モデリングライブラリ。将来の COBRApy+GEM バックエンド差替の基盤。,0
src_cxa,CellXpress.ai 適用ノート,source,d2,画像取得・コンピュータビジョン,コンフルエンシー/分化のDL2モデルと閾値起動の自動継代を具体記述。画像→意思決定の設計参照。,2
src_fbrm_g400,Mettler Toledo ParticleTrack FBRM,source,d7,センサ・環境モニタリング,"Mettler Toledo, ParticleTrack with FBRM technology.",0
src_fda_csa,FDA CSA Guidance,source,d6,GMP・規制・データインテグリティ,FDA 'Computer Software Assurance for Production and Quality System Software' (2022 draft / 2025 final)。リスクベースでソフトウェア保証活動を選定する現代的CSV/CSAアプローチ。,1
src_fda_data_integrity,FDA 2018 Data Integrity Guidance,source,d6,GMP・規制・データインテグリティ,FDA 'Data Integrity and Compliance With Drug CGMP Questions and Answers' (2018)。ALCOA+原則を医薬品製造のデータインテグリティに適用したガイダンス。,1
src_flowcam,FlowCam overview,source,d7,センサ・環境モニタリング,"Fluid Imaging Technologies, FlowCam imaging particle analyzer overview.",0
src_galv,Galvanauskas et al. 2019 (近縁の3項モデル),source,d1,細胞生物学・培養プロトコル,"iPSC浮遊培養速度論の近縁モデル(Galvanauskas/Kino-Oka 2019, Regen Therapy 12:88-93)。グルコースMonod＋乳酸阻害＋凝集体体積阻害の3項のみで、グルタミン制限/浸透圧項は持たない(明示的に省略)。定数もplant_modelと異なる(µmax≈2.35/d, KG≈7mM, KAgg=5.6e6µm³体積)。deep-researchが一旦原典と誤推定したが、真の原典はManstein 2021(src_manstein)。",2
src_gamp5,ISPE GAMP 5 2nd Edition,source,d6,GMP・規制・データインテグリティ,"ISPE GAMP 5 Guide: A Risk-Based Approach to Compliant GxP Computerized Systems, Second Edition (2022)。Cat.1/3/4/5とAI/ML Appendix D11を含む。",1
src_gamp5_ai,ISPE GAMP Guide: Artificial Intelligence,source,d6,GMP・規制・データインテグリティ,ISPE GAMP Guide: Artificial Intelligence (2025)。AI有効化コンピュータ化システムのライフサイクル全体の検証・データガバナンス・モデルリスク管理を扱う。,1
src_gctp,PMDA GCTP / 適合性調査,source,d6,GMP・規制・データインテグリティ,再生医療等製品の製造・品質管理の適合性を定める一次情報。製造ソフトの規制要件の出発点。,1
src_hamilton_incytes,Hamilton Incyte Arc specs,source,d7,センサ・環境モニタリング,"Hamilton Company, Incyte Arc Viable Cell Density Sensor specifications.",0
src_iec62366,IEC 62366-1（医療機器ユーザビリティ）,source,d4,プロセス制御・自律最適化,医療機器のユーザビリティエンジニアリングを規定する国際標準。HMI 設計の人因工学基準。,1
src_isa101,ISA-101（プロセス制御 HMI 設計）,source,d4,プロセス制御・自律最適化,ISA-101 標準群。プロセス産業向け HMI の視覚設計、アラーム管理、パフォーマンス指向ディスプレイを規定。,1
src_kanda,Kanda et al. 2022 (eLife),source,d4,プロセス制御・自律最適化,自律ロボット×バッチベイズ最適化でiPSC-RPE分化を最適化した記念碑的論文。プロトコルの5段階定式化とパラメータ探索、コード公開を含む。,2
src_krause2023,Krause 2023 capacitance review,source,d7,センサ・環境モニタリング,"Krause et al. 2023, Curr Opin Biotechnol, biocapacitance online biomass monitoring.",0
src_kropp,Kropp/Lipsitz et al. 2015 (BMC Proceedings),source,d4,プロセス制御・自律最適化,hPSC撹拌懸濁のBox-Behnken DoE。pH7.3/37℃、毎日給餌で高密度、播種2×10⁵が最適、DOは本研究で非有意。注: HES2(ESC)・Micro-24振盪式(400rpm=振盪周波数)でiPSC/インペラ槽への転用に注意。,1
src_lads,OPC UA LADS v1.0.0 (OPC Foundation),source,d5,ソフトウェア基盤・相互運用,"Laboratory and Analytical Device Standard。OPC-UAコンパニオン規格(2024-01, OPC Foundation+Spectaris+VDMA, OPC 30500-1)。Functional Unit/Function(sensor analog/discrete/multi-state, controller, actuator)＋Program/Result管理＋Asset/保守。バイオリアクタを明示例として槽=Functional Unit(温度センサ+モータ+program)でモデル化。auto_cellのDomainVertical面に直対応。",3
src_manstein,Manstein & Zweigerdt 2021（plant_model 原典）,source,d4,プロセス制御・自律最適化,"auto_cell Tier2 plant_modelの真の原典。hPSC灌流撹拌槽培養をpH7.1/DO40%/浸透圧ピーク抑制/灌流で制御し、7日で70倍・35×10⁶ cells/mL(150mLで52.5億細胞)を達成。Monod型in silicoモデル(Table1: µ=1.35/d, KGlc=1.5mM, KLac=50mM, KGln=0.01mM, KOsm=500mOsm/kg, KAgg=350/2=175µm)はplant_modelの6定数と完全一致。撹拌80rpm(150mLスケール)。",2
src_mqtt5,MQTT Version 5.0 | OASIS Standard,source,d5,ソフトウェア基盤・相互運用,MQTT 5.0 標準仕様。Response Topic、Correlation Data、Message Expiry Interval、Reason Code 等により request-response とエラーハンドリングを規定。,0
src_mqtt5_reqresp,,source,d5,ソフトウェア基盤・相互運用,,0
src_nist_ai_rmf,NIST AI Risk Management Framework,source,d4,プロセス制御・自律最適化,NIST が公開する AI リスク管理フレームワーク。Human-on-the-loop / human-in-the-loop による AI システムのガバナンスと監視を含む。,1
src_nova_flex2,Nova BioProfile FLEX2,source,d7,センサ・環境モニタリング,"16-parameter at-line analyzer for metabolites, osmolality, viability, cell diameter.

[merged from multiple agents]
Nova Biomedical, BioProfile FLEX2 cell culture analyzer.",0
src_ovizio_ilinef,Ovizio iLINE-F PRO press release,source,d7,センサ・環境モニタリング,"Ovizio Imaging Systems, iLINE-F PRO holographic in-line cell monitoring.",0
src_part11,21 CFR Part 11,source,d6,GMP・規制・データインテグリティ,FDA regulation 'Electronic Records; Electronic Signatures'。電子記録・電子署名・監査証跡の技術的要件を定める。,1
src_pics041,PIC/S PI 041-1,source,d6,GMP・規制・データインテグリティ,PIC/S PI 041-1 — Good Practices for Data Management and Integrity in Regulated GMP/GDP Environments (2021)。ALCOA+運用の国際的実務指針。,1
src_raman_graf2022,Graf/Wei 2022 in-line Raman PID glucose,source,d7,センサ・環境モニタリング,"Graf/Wei et al. 2022, Frontiers in Bioengineering, in-line Raman closed-loop glucose control.",0
src_riken2020,理研 自律培養 2020,source,d2,画像取得・コンピュータビジョン,人型ロボット×AIで12h観察→増殖予測→至適継代を9日間自律実行。閉ループ自律培養の国内先行実証。,1
src_sartorius_viamass,Sartorius BioPAT ViaMass,source,d7,センサ・環境モニタリング,"Sartorius, BioPAT ViaMass inline biomass measurement system.",0
src_scipy,SciPy（数値積分）,source,d5,ソフトウェア基盤・相互運用,Python の科学技術計算ライブラリ。plant_model の ODE 数値積分（solve_ivp 等）に使用。,0
src_sila,SiLA 2 標準群,source,d5,ソフトウェア基盤・相互運用,デバイス相互運用の標準。Tecan SDK・SiLA2 Manager・cell culture autopilot事例まで、実装に直接使える資源群。,4
src_sila_comm,,source,d5,ソフトウェア基盤・相互運用,,0
src_susp,浮遊培養 一貫化（eLife）,source,d1,細胞生物学・培養プロトコル,樹立→大量培養→直接凍結まで浮遊系で一貫。量産・自動化の生物学的基盤。財団・理研・カネカ共同。,2
src_traj,Nogueira 2019 / Olmer 2012（到達密度 実測）,source,d1,細胞生物学・培養プロトコル,バッチ vs 灌流の到達密度差。標準バッチはNogueira(Vertical-Wheel)=peak 2.3×10⁶、Olmer(撹拌槽)=2.4×10⁶ cells/mL止まり。plant_modelの検証目標35×10⁶はManstein 2021の灌流プロセス(src_manstein)で達成される値で、バッチでは到達しない。,2
src_who_gdrp,WHO Good Data and Record Management Practice,source,d6,GMP・規制・データインテグリティ,WHO Good Data and Record Management Practice。ALCOA+とデータライフサイクルのWHO解釈。,1
src_xing2008,Xing et al. 2008 (Biotechnol Prog),source,d1,細胞生物学・培養プロトコル,CHO osmolality threshold reference; iPSC-native value not established.,0
src_yehya2024,Yehya et al. 2024 (Stem Cell Res Ther),source,d4,プロセス制御・自律最適化,Vertical-Wheel agitation DoE supporting lower optimum rpm (40-60 rpm).,0
state_machine_l1,L1 状態機械,concept,d4,プロセス制御・自律最適化,L1 レシピ実行器内のフェーズ遷移（seed → perfusion_ramp → passage_ready → hold 等）を明確に管理する状態機械。,0
sterility,無菌性・コンタミ監視,concept,d7,センサ・環境モニタリング,菌混入や逸脱の検知。閉鎖系では更衣簡略化と引換えに監視設計が重要で、9日連続運転でも重大エラー/汚染ゼロが品質目標水準。,2
suspension,浮遊・懸濁培養（量産）,concept,d1,細胞生物学・培養プロトコル,3次元浮遊撹拌で容積当たり密度を上げ量産する方式。突発的分化を化合物で抑制し、樹立→大量培養→直接凍結まで一貫化。自動化・スケールアップの基盤形態。,2
take_sample_l1,take_sample (L1),concept,d4,プロセス制御・自律最適化,定期または条件起動で at-line サンプリングを行う L1 アクション。cpv へデータを供給する。,0
tech_control,技術的統制,concept,d6,GMP・規制・データインテグリティ,R&D一次でありつつ将来GMP移行を妨げないよう、ソフトウェアに織り込むALCOA+/Part11/CSV/CSA/EBR/CAPAの実装上の統制群。,1
terumo,Terumo BCT / Quantum Flex,system,d8,エコシステム・プレイヤー,2024年に財団と提携。Quantum Flex Cell Expansion System上で閉鎖・自動・統合プロセスを構築し、デジタル技術で効率と制御を高める。【P3】Quantum FlexはCPAソフト(プロトコルビルダ/最大100台フリート/cGMP)の閉鎖ターンキーで、公開デバイスAPIは確認できず＝自前ブレインの閉ループ制御対象ではなく商用/臨床エンドポイント(連携するなら監視のみ)。,1
tier2_plant_model,Tier2 plant_model（in-silico 検証リグ）,concept,d4,プロセス制御・自律最適化,auto_cell の Tier2 シミュレーション層。Manstein 2021 の 6 項 Monod 型 ODE を step(actuators)->sensors IF で実装し、L1 制御ループの回帰検証と L2 BO の低忠実度評価に使う。,0
tool_set_agitation_rpm,tool: set_agitation_rpm,concept,d5,ソフトウェア基盤・相互運用,LADS controller Function / DomainVertical tool for agitation setpoint.,0
tool_set_perfusion_rate,tool: set_perfusion_rate,concept,d5,ソフトウェア基盤・相互運用,LADS controller Function / DomainVertical tool for perfusion rate. Maps to devprofile.,0
tool_trigger_passage,tool: trigger_passage,concept,d5,ソフトウェア基盤・相互運用,LADS Program / DomainVertical tool for dissociation passage with Y-27632.,0
transport,プレート搬送・把持,concept,d3,ロボティクス・液体ハンドリング,インキュベータ⇄顕微鏡⇄作業台間のプレート/容器搬送とグリッパ制御。スケジュールに沿う物流が自律運転の連続性を支える。,2
trigger_passage_l1,trigger_passage (L1),concept,d4,プロセス制御・自律最適化,VCD 目標到達または凝集体径逸脱時に継代を要求する L1 アクション。実行には原則として Human-on-the-loop 承認が必要。,0
validate_tool_call,ツール呼び出し検証,concept,d6,GMP・規制・データインテグリティ,副作用ツール呼び出し前に CPP 包絡線・変化率制限・競合を決定的に検証する仕組み。,0
y_27632,Y-27632 ROCK inhibitor,concept,d1,細胞生物学・培養プロトコル,Standard ROCK inhibitor added during dissociation passage to improve iPSC survival.,0
