id,label,type,domain,domain_label,content,source_count
lads_controller_function,LADS Controller Function,concept,d5,ソフトウェア基盤・相互運用,LADS Functional Unit に属する制御機能。局所 PID（pH/DO/Temp/Agitation）の制御ロジックを内包し、ブレインからの検証済設定点を受け取る。,0
lads_actuator_function,LADS Actuator Function,concept,d5,ソフトウェア基盤・相互運用,LADS Functional Unit に属する駆動機能。灌流ポンプ、給餌ポンプ、培地交換弁、サンプリング弁等の離散/連続駆動素子を表す。,0
lads_program_result,LADS Program/Result,concept,d5,ソフトウェア基盤・相互運用,LADS ProgramManager が管理するプログラム（seed/passage/perfusion_ramp/clean）とその実行結果。EBR 導出の原材料となる。,0
sila_feature,SiLA2 Feature,concept,d5,ソフトウェア基盤・相互運用,SiLA2 Feature Definition Language（FDL）で定義される機能単位。サンプリングロボ、分注、at-line 分析器等のコマンド/property を記述。,0
mqtt_topic_contract,MQTT topic contract,concept,d5,ソフトウェア基盤・相互運用,auto_cell brain と device_gateway 間の MQTT topic 命名規則。cell/{culture_unit_id}/{direction}/{category}/{device_id}/{function_id} の形式。,0
gateway_cmd_ack,Gateway command/ack correlation,concept,d5,ソフトウェア基盤・相互運用,MQTT 5.0 Response Topic + Correlation Data を使った非同期 request-response。冪等キーと Message Expiry Interval による重複/stale コマンド防止。,0
icd_setpoint_envelope,ICD setpoint envelope,concept,d4,プロセス制御・自律最適化,協業 ICD に定義された設定点範囲・単位・変化率制限。validate_tool_call と gateway 側の二重検証に使われる。,0
peripheral_sampler,SiLA2 サンプリングロボ,system,d8,エコシステム・プレイヤー,SiLA2 で統合される at-line サンプリングロボ。take_sample コマンドを提供。,0
peripheral_dispenser,SiLA2 自動分注器,system,d8,エコシステム・プレイヤー,SiLA2 で統合される液体分注器。feed/exchange_media 等の培地操作を実行。,0
peripheral_atline_analyzer,SiLA2 at-line 分析器,system,d8,エコシステム・プレイヤー,SiLA2 で統合される at-line 分析器（例: Nova BioProfile FLEX2）。代謝物パネル・浸透圧・生存率を提供。,0
src_mqtt5_reqresp,,source,d5,ソフトウェア基盤・相互運用,,0
src_sila_comm,,source,d5,ソフトウェア基盤・相互運用,,0
measurement_vcd_capacitance,in-line capacitance VCD,concept,d7,センサ・環境モニタリング,Aber/Hamilton/Sartorius 等の誘電分光/インピーダンスセンサによる生細胞密度の連続計測。iPSC 高密度では offline VCD・細胞径・生存率を用いた校正が必要。,0
measurement_raman_inline,in-line Raman 代謝物計測,concept,d7,センサ・環境モニタリング,in-line Raman 分光による glucose/lactate/glutamine/glutamate の同時推定。CHO で PID 閉ループ実証あり。iPSC では chemometric 再校正が必要。,0
measurement_atline_nova,at-line Nova FLEX2 マルチパラメータ,concept,d7,センサ・環境モニタリング,Nova BioProfile FLEX2 による 16 項目（代謝物/ガス/電解質/細胞密度/生存率/細胞径/浸透圧）のアットライン分析。Raman 校正・BO 入力の正解ラベル源。,0
measurement_aggregate_imaging,at-line 凝集体画像計測,concept,d7,センサ・環境モニタリング,FlowCam または Kropp 型バイパス顕微鏡による凝集体径・形態の画像解析。v1 では離散/日次運用が現実的。,0
measurement_fbrm_cld,FBRM 弦長分布計測,concept,d7,センサ・環境モニタリング,Mettler Toledo ParticleTrack による Focused Beam Reflectance Measurement。連続計測可能だが、CLD は真の粒径分布ではなく凝集体形状に依存。,0
measurement_ovizio_dhm,Ovizio D3HM ホログラフィ計測,concept,d7,センサ・環境モニタリング,Ovizio iLINE-F PRO の Double Differential Digital Holographic Microscopy。ラベルフリー連続細胞/凝集体モニタリング。iPSC 実証は限定的。,0
monitoring_ammonia_atline,at-line アンモニウムモニタリング,concept,d7,センサ・環境モニタリング,Nova FLEX2 による NH4+ のアットライン計測。CPP ではないが、代謝毒性早期発見のため監視。,0
monitoring_quality_offline,offline 品質マーカー計測,concept,d7,センサ・環境モニタリング,未分化/多能性マーカー（OCT4/SOX2/NANOG/SSEA/TRA）、核型/同一性、自発分化等の offline/run 単位計測。BO 目的関数専用。,0
monitoring_sterility_offline,offline/rapid 無菌性計測,concept,d7,センサ・環境モニタリング,汚染/無菌性の offline または rapid micro 検査。現時点で検証済み online 手段は未確認。CAPA トリガ源。,0
instr_aber_futura,Aber FUTURA,system,d7,センサ・環境モニタリング,Aber Instruments の in-line capacitance biomass センサ。580 kHz 線形モデルで VCD を推定。,0
instr_hamilton_incytes,Hamilton Incyte Arc,system,d7,センサ・環境モニタリング,Hamilton の in-line permittivity ベース VCD センサ。RS485 Modbus 出力、哺乳類 5e5–8e9 cells/mL レンジ。,0
instr_sartorius_viamass,Sartorius BioPAT ViaMass,system,d7,センサ・環境モニタリング,Sartorius の in-line capacitance biomass センサ。Aber 技術ベース、BioPAT MFCS/DCU 統合。,0
instr_nova_flex2,Nova BioProfile FLEX2,system,d7,センサ・環境モニタリング,Nova Biomedical の 16 項目 at-line 細胞培養分析器。275 µL・4.5 分、OLS による自動サンプリング対応。,0
instr_ovizio_ilinef,Ovizio iLINE-F PRO,system,d7,センサ・環境モニタリング,Ovizio の D3HM ベース in-line ホログラフィ細胞/凝集体モニタリングシステム。OPC UA 対応。,0
instr_fbrm_g400,Mettler Toledo ParticleTrack G400,system,d7,センサ・環境モニタリング,FBRM 技術による in-situ 弦長分布計測器。0.5–2000 µm レンジ。,0
instr_flowcam,FlowCam,system,d7,センサ・環境モニタリング,Fluid Imaging Technologies のフローイメージング顕微鏡。2 µm–1 mm の粒子/凝集体画像解析。,0
src_aber_futura,Aber FUTURA app note,source,d7,センサ・環境モニタリング,"Aber Instruments, FUTURA capacitance perfusion monitoring.",0
src_hamilton_incytes,Hamilton Incyte Arc specs,source,d7,センサ・環境モニタリング,"Hamilton Company, Incyte Arc Viable Cell Density Sensor specifications.",0
src_sartorius_viamass,Sartorius BioPAT ViaMass,source,d7,センサ・環境モニタリング,"Sartorius, BioPAT ViaMass inline biomass measurement system.",0
src_ovizio_ilinef,Ovizio iLINE-F PRO press release,source,d7,センサ・環境モニタリング,"Ovizio Imaging Systems, iLINE-F PRO holographic in-line cell monitoring.",0
src_fbrm_g400,Mettler Toledo ParticleTrack FBRM,source,d7,センサ・環境モニタリング,"Mettler Toledo, ParticleTrack with FBRM technology.",0
src_flowcam,FlowCam overview,source,d7,センサ・環境モニタリング,"Fluid Imaging Technologies, FlowCam imaging particle analyzer overview.",0
src_raman_graf2022,Graf/Wei 2022 in-line Raman PID glucose,source,d7,センサ・環境モニタリング,"Graf/Wei et al. 2022, Frontiers in Bioengineering, in-line Raman closed-loop glucose control.",0
src_krause2023,Krause 2023 capacitance review,source,d7,センサ・環境モニタリング,"Krause et al. 2023, Curr Opin Biotechnol, biocapacitance online biomass monitoring.",0
tech_control,技術的統制,concept,d6,GMP・規制・データインテグリティ,R&D一次でありつつ将来GMP移行を妨げないよう、ソフトウェアに織り込むALCOA+/Part11/CSV/CSA/EBR/CAPAの実装上の統制群。,1
audit_schema,監査ログスキーマ,concept,d6,GMP・規制・データインテグリティ,副作用ツール呼び出し、承認状態遷移、センサ取り込み、システム状態変化をALCOA+/Part11準拠で記録するための構造化ログスキーマ。,1
approval_log,承認記録,concept,d6,GMP・規制・データインテグリティ,Human-on-the-loopにおけるrequested→approved/rejected/timeout→executed/cancelledの承認状態遷移を記録する監査証跡。,1
data_lifecycle,データライフサイクル管理,concept,d6,GMP・規制・データインテグリティ,生データの生成・処理・レビュー・保存・検索・廃棄までのALCOA+/Endurable/Availableを担保するライフサイクル管理。,1
llm_validation,LLM層検証戦略,concept,d6,GMP・規制・データインテグリティ,L3薄いLLMオーケストレータの非決定性を抑え、プロンプトバージョニング・出力根拠ログ・性能モニタリングでGAMP5 AI/ML要件に対応する戦略。,1
ebr_derivation,EBR導出ビュー,concept,d6,GMP・規制・データインテグリティ,1培養ラン=1EBRをevent_storeから導出するためのビュー。R&D一次ではEBR-like実験プロビナンスレポートとして運用。,1
event_store,イベントストア,concept,d5,ソフトウェア基盤・相互運用,時系列のイミュータブルイベントログを格納するデータ基盤。EBR導出、監査証跡、LADS Program/Result対応の基盤。,1
src_fda_data_integrity,FDA 2018 Data Integrity Guidance,source,d6,GMP・規制・データインテグリティ,FDA 'Data Integrity and Compliance With Drug CGMP Questions and Answers' (2018)。ALCOA+原則を医薬品製造のデータインテグリティに適用したガイダンス。,1
src_part11,21 CFR Part 11,source,d6,GMP・規制・データインテグリティ,FDA regulation 'Electronic Records; Electronic Signatures'。電子記録・電子署名・監査証跡の技術的要件を定める。,1
src_fda_csa,FDA CSA Guidance,source,d6,GMP・規制・データインテグリティ,FDA 'Computer Software Assurance for Production and Quality System Software' (2022 draft / 2025 final)。リスクベースでソフトウェア保証活動を選定する現代的CSV/CSAアプローチ。,1
src_gamp5,ISPE GAMP 5 2nd Edition,source,d6,GMP・規制・データインテグリティ,"ISPE GAMP 5 Guide: A Risk-Based Approach to Compliant GxP Computerized Systems, Second Edition (2022)。Cat.1/3/4/5とAI/ML Appendix D11を含む。",1
src_gamp5_ai,ISPE GAMP Guide: Artificial Intelligence,source,d6,GMP・規制・データインテグリティ,ISPE GAMP Guide: Artificial Intelligence (2025)。AI有効化コンピュータ化システムのライフサイクル全体の検証・データガバナンス・モデルリスク管理を扱う。,1
src_annex11,EudraLex Annex 11,source,d6,GMP・規制・データインテグリティ,EudraLex Volume 4 Annex 11 — Computerised Systems。EUのGMPデータコンピュータ化システム要件。,1
src_pics041,PIC/S PI 041-1,source,d6,GMP・規制・データインテグリティ,PIC/S PI 041-1 — Good Practices for Data Management and Integrity in Regulated GMP/GDP Environments (2021)。ALCOA+運用の国際的実務指針。,1
src_who_gdrp,WHO Good Data and Record Management Practice,source,d6,GMP・規制・データインテグリティ,WHO Good Data and Record Management Practice。ALCOA+とデータライフサイクルのWHO解釈。,1
tier2_plant_model,Tier2 plant_model（in-silico 検証リグ）,concept,d4,プロセス制御・自律最適化,auto_cell の Tier2 シミュレーション層。Manstein 2021 の 6 項 Monod 型 ODE を step(actuators)->sensors IF で実装し、L1 制御ループの回帰検証と L2 BO の低忠実度評価に使う。,0
plant_model_interface,plant_model step IF,concept,d4,プロセス制御・自律最適化,"step(actuators)->sensors という決定的インターフェース。アクチュエータ（perfusion_rate_vvd, agitation_rpm, gas setpoints, feed bolus）を受け、センサ軌道（VCD/代謝物/凝集体径）を返す。",0
plant_model_calibration,plant_model パラメータ同定・不確実性,concept,d4,プロセス制御・自律最適化,文献値を prior とし、実 run データでベイズ推定または最小二乗により校正。パラメタ事後分布・GP バイアス・構造候補モデルで不確実性を表現。,0
multifidelity_sim,多忠実度シミュレーション接続,concept,d4,プロセス制御・自律最適化,L2 BO への多忠実度接続。Tier2 plant_model を低コスト低忠実度評価、実バイオリアクタ run を高忠実度評価として組み込む。,0
plant_model_regression,plant_model 回帰テスト,concept,d4,プロセス制御・自律最適化,同一アクチュエータ系列 → 同一センサ軌道の決定性を保証するゴールデンテスト。CSV/CSA 観点から L1 制御ループの検証リグとして運用。,0
cobrapy_gem,COBRApy + GEM 差替候補,concept,d4,プロセス制御・自律最適化,将来のゲノム規模代謝モデル（COBRApy）への差替候補。培地組成を制約ベースで解き、代謝物収支を予測。,0
aggregate_formation_model,凝集体形成動力学モデル,concept,d1,細胞生物学・培養プロトコル,凝集体の形成・合体・破砕を表す動的サブモデル。撹拌速度・細胞密度と凝集体径の関係を追加する拡張。,0
shear_stress_model,シアストレスモデル,concept,d4,プロセス制御・自律最適化,撹拌速度・粘度・凝集体径から Kolmogorov 長またはエネルギー散逸率を推定し、細胞傷害閾値を設計する拡張。,0
src_scipy,SciPy（数値積分）,source,d5,ソフトウェア基盤・相互運用,Python の科学技術計算ライブラリ。plant_model の ODE 数値積分（solve_ivp 等）に使用。,0
src_cobrapy,COBRApy,source,d5,ソフトウェア基盤・相互運用,Python によるゲノム規模代謝モデリングライブラリ。将来の COBRApy+GEM バックエンド差替の基盤。,0
hmi_dashboard,HMI ダッシュボード,concept,d4,プロセス制御・自律最適化,研究者が培養状態・承認待ち・アラート・BO 提案を一目で把握するメイン画面。CPP 現在値・トレンド・phase・承認キューを表示し、on-the-loop の接点となる。,2
alert_matrix,アラート/通知マトリクス,concept,d4,プロセス制御・自律最適化,各イベントの優先度（P0-P3）、抑制窓、通知チャネル、既定動作を定義したマトリクス。contamination_suspected は抑制不可（0 s）、BO 提案は run 単位（86400 s）など。,2
escalation_policy,承認エスカレーションポリシー,concept,d4,プロセス制御・自律最適化,承認要求がタイムアウト・却下・実行失敗した場合のエスカレーションルール。安全側へ倒す（キャンセル/ホールド）を基本とし、リトライ上限超過時は人間介入待ち。,1
contamination_response,汚染疑い応答フロー,concept,d7,センサ・環境モニタリング,contamination_suspected 検知時の P0 即時対応。ブレインは安全系へのホールド要求を出し、デバイス局所が強制停止。研究者確認・誤検知記録・CAPA 起票の分岐。,2
degraded_mode,縮退運転モード,concept,d4,プロセス制御・自律最適化,ブレイン/LLM/通信断時にも L0 局所 PID と L1 最終検証済レシピで培養を継続するモード。再起動耐性・冪等性・安全を担保。,2
human_on_the_loop,Human-on-the-loop,concept,d4,プロセス制御・自律最適化,監視・判断・包絡線内アクションは自律、包絡線外や重大アクションは人の承認を要する運転形態。auto_cell A 層の自律度。,1
audit_ui,監査/EBR UI,concept,d6,GMP・規制・データインテグリティ,event_store から 1 培養ランの操作ログ・イベント・承認履歴を検索/エクスポートするビュー。ALCOA+ と EBR 再構成を支援。,2
approval_request_event,承認要求イベント,concept,d4,プロセス制御・自律最適化,承認ワークフローで発行されるイベント型。request_id、提案アクション、根拠、要求時刻、レビュー、決定、実行結果を含む。event_store に append-only で記録。,1
notification_suppression,通知抑制（suppression_defaults）,concept,d4,プロセス制御・自律最適化,同一イベントの短時間再発を抑制し HMI/push のフラッディングを防ぐ仕組み。contamination_suspected は抑制不可とする。,1
src_nist_ai_rmf,NIST AI Risk Management Framework,source,d4,プロセス制御・自律最適化,NIST が公開する AI リスク管理フレームワーク。Human-on-the-loop / human-in-the-loop による AI システムのガバナンスと監視を含む。,1
src_iec62366,IEC 62366-1（医療機器ユーザビリティ）,source,d4,プロセス制御・自律最適化,医療機器のユーザビリティエンジニアリングを規定する国際標準。HMI 設計の人因工学基準。,1
src_isa101,ISA-101（プロセス制御 HMI 設計）,source,d4,プロセス制御・自律最適化,ISA-101 標準群。プロセス産業向け HMI の視覚設計、アラーム管理、パフォーマンス指向ディスプレイを規定。,1
mpc,Model Predictive Control,concept,d4,プロセス制御・自律最適化,プロセスモデルを用いて未来の挙動を予測し、制約内で最適な操作変数を逐次計算する制御手法。A 層では灌流率・feed bolus を操作変数とする将来拡張候補。,2
mpc_ipsc_perfusion,iPSC 浮遊灌流 MPC,concept,d4,プロセス制御・自律最適化,iPSC 浮遊凝集体灌流プロセスに特化した MPC。状態 = VCD/viability/glucose/lactate/glutamine/osmolality/aggregate diameter、操作変数 = perfusion rate/feed bolus、制約 = CPP 包絡線・pump ramp・凝集体シア。現時点で直接実証例は限定的。,2
mpc_lactate_feedback,乳酸フィードバック MPC,concept,d4,プロセス制御・自律最適化,累積乳酸濃度を細胞成長の soft sensor として、培地交換量を入力とする MPC。MSC 培養で実証されており、iPSC 浮遊灌流への転用可能性がある。,1
mpc_model_types,MPC モデルタイプ,concept,d4,プロセス制御・自律最適化,線形 MPC（LMPC）、非線形 MPC（NMPC）、経済 MPC（EMPC）、ハイブリッド MPC（PINN+ODE）、データ駆動 MPC（DARX/サブスペース）の分類。A 層では plant_model（Manstein ODE）起点で NMPC → ハイブリッド MPC へ段階拡大。,2
mpc_constraints,MPC 制約集合,concept,d4,プロセス制御・自律最適化,MPC で考慮する制約群：CPP 包絡線（glucose/lactate/osmolality/aggregate diameter）、perfusion rate 範囲（0–7 vvd）、pump ramp 制限、凝集体シア上限、培地コスト。,2
mpc_prediction_horizon,MPC 予測ホライズン,concept,d4,プロセス制御・自律最適化,MPC が未来のプロセス挙動を予測する時間幅。iPSC 培養ではバッチ尺が数日～数週間のため、時間単位～日単位の予測ホライズンが妥当。CHO fed-batch 例では 30 日が報告されているが、iPSC では未確定。,1
mpc_control_horizon,MPC 制御ホライズン,concept,d4,プロセス制御・自律最適化,MPC が最適化する未来の操作変数系列の長さ。予測ホライズン以下。iPSC では求解コストと制御性能のトレードオフで選定。CHO 例では 8 日。,1
mpc_adaptive_update,MPC 適応更新,concept,d4,プロセス制御・自律最適化,オンライン/at-line データを用いて MPC 内部モデルのパラメータを逐次更新する機構。プロセス・モデルミスマッチ、細胞株変動、ドナー変動に対応。,1
mpc_fail_safe,MPC フェイルセーフ,concept,d4,プロセス制御・自律最適化,MPC ソルバー非収束・異常予測・制約違反時に、L1 が最後の検証済 setpoint または安全側デフォルト灌流率を保持する機構。,1
mpc_human_on_the_loop,MPC Human-on-the-loop,concept,d6,GMP・規制・データインテグリティ,MPC の提案軌道・包絡線外 setpoint・低信頼度予測に対して研究者が承認/調整/却下する仕組み。Annex 22 対応の決定論的下位制御器としての位置づけと両立。,2
mpc_implementation_libraries,MPC 実装ライブラリ群,concept,d5,ソフトウェア基盤・相互運用,A 層 MPC 実装候補ライブラリ：CasADi（記号計算）、do-mpc（プロトタイプ・OPC-UA 接続例あり）、acados（高速組み込み C コード生成）。,3
dynamic_perfusion_ipsc,iPSC 動的灌流戦略,concept,d1,細胞生物学・培養プロトコル,pH トリガー等で perfusion rate を動的に増加させる iPSC 浮遊培養戦略。Huang et al. 2020 で pH 6.8 トリガー + 30%/日増加により固定灌流比 25% 向上。MPC で多変数化・最適化可能。,1
cpsr_control,Cell-Specific Perfusion Rate 制御,concept,d4,プロセス制御・自律最適化,生存細胞数あたりの灌流率（CSPR）を一定に保つ制御戦略。培地利用効率と安定的基質濃度を両立。high cell density perfusion の標準的アプローチ。,1
mpc_vs_rule_engine,MPC vs ルールエンジン比較,concept,d4,プロセス制御・自律最適化,v1 の L1 決定的ルールと将来 MPC との比較軸：実装コスト、検証性、最適性、柔軟性、Annex 22 対応、Human-on-the-loop。v1 はルール、Phase 2 以降は MPC 拡張。,1
mpc_roadmap_l1,L1 MPC 導入ロードマップ,concept,d4,プロセス制御・自律最適化,Phase 1: ルールベース L1。Phase 2: plant_model ベース MPC シミュレーション・単一操作変数（perfusion rate）。Phase 3: 多変数・適応・経済 MPC の実機適用。,1
src_rashedi2022,Rashedi et al. 2022 (DYCOPS-2022),source,d4,プロセス制御・自律最適化,Amgen の fed-batch CHO プロセスへの線形 MPC 実機適用。VCD 最大化、30 日予測ホライズン、8 日制御ホライズン、タイトル 2% 向上。,1
src_van_beylen2020,Van Beylen et al. 2020 (Bioengineering),source,d4,プロセス制御・自律最適化,Lactate-Based Model Predictive Control Strategy of Cell Growth for Cell Therapy Applications. hBM-MSC 培養で累積乳酸を soft sensor とする適応 DARX-MPC。,1
src_huang2020,Huang et al. 2020 (Cell Gene Therapy Insights),source,d1,細胞生物学・培養プロトコル,PSC 10 L スケールアップ。動的灌流で pH 6.8 トリガー + 30%/日増加、固定灌流比 25% 向上、乳酸 15 mM 未満抑制。,1
src_do_mpc,do-mpc,source,d5,ソフトウェア基盤・相互運用,CasADi ベースの Python MPC ライブラリ。非線形 MPC、ロバスト MPC、OPC-UA 接続例あり。,1
src_acados,acados,source,d5,ソフトウェア基盤・相互運用,高速組み込み非線形 MPC ソルバー。C コード生成、HPIPM QP ソルバー、CasADi 記号モデル入力。,1
src_casadi,CasADi,source,d5,ソフトウェア基盤・相互運用,非線形最適化と自動微分のためのオープンソース記号計算フレームワーク。MPC モデリングの基盤。,1
pinn,Physics-Informed Neural Network (PINN),concept,d4,プロセス制御・自律最適化,"Neural network trained with both data loss and physics loss (ODE/PDE residuals). For iPSC suspension/aggregate bioreactors, PINNs are a future-phase technology; most published examples are CHO/microbial, not directly transferable to iPSC.",0
digital_twin,Digital Twin (DT),concept,d4,プロセス制御・自律最適化,Virtual replica of the bioreactor process that predicts concentration/state profiles and supports what-if analysis. Industrial examples (Yokogawa Insilico) are CHO/mAb-centric; iPSC aggregate-specific DTs are not yet established.,0
hybrid_ode_nn,Hybrid ODE + Neural Network model,concept,d4,プロセス制御・自律最適化,Mechanistic ODE structure (mass balances) with kinetic terms represented or corrected by neural networks. More data-efficient than pure NN and a realistic Phase 2/3 extension of the Manstein ODE plant_model.,0
pinn_mpc,PINN-based Model Predictive Control,concept,d4,プロセス制御・自律最適化,MPC that uses a PINN as the prediction model instead of a numerical ODE. Demonstrated in microbial/CHO contexts; iPSC applicability is unverified and should remain advisory/Human-on-the-loop.,0
uncertainty_quantification,Uncertainty Quantification (UQ) for learned models,concept,d4,プロセス制御・自律最適化,"Quantification of epistemic and aleatoric uncertainty in PINN/NN/DT predictions, typically expressed as 95% confidence intervals. Required for Human-on-the-loop escalation when model confidence is low.",0
deep_ensemble,Deep Ensemble UQ,concept,d4,プロセス制御・自律最適化,Multiple independently trained networks whose prediction distribution defines mean and variance. Simplest practical UQ method for hybrid ODE+NN models.,0
bayesian_pinn,Bayesian PINN (B-PINN),concept,d4,プロセス制御・自律最適化,Variational inference over PINN weights to produce posterior predictive distributions. Theoretically grounded but computationally expensive and prior-dependent.,0
efi_pinn,EFI-based UQ for PINN,concept,d4,プロセス制御・自律最適化,"Extended Fiducial Inference for PINNs. Avoids subjective priors/dropout rates by solving data-generating equations; shown to achieve ~95% coverage on synthetic PDEs, but unverified on bioreactor time series.",0
mc_dropout,MC Dropout UQ,concept,d4,プロセス制御・自律最適化,Dropout retained at inference time to approximate Bayesian predictive distributions. Sensitive to dropout-rate choice; intervals can be poorly calibrated.,0
gp_bias_correction,GP bias correction for plant_model,concept,d4,プロセス制御・自律最適化,Gaussian Process that learns the residual between Manstein ODE predictions and observed run data. Natural Phase 2 extension that integrates with existing BO infrastructure.,0
multifidelity_pinn,Multi-fidelity PINN/DT integration,concept,d4,プロセス制御・自律最適化,Use of Manstein ODE and Hybrid ODE+NN as low/medium-fidelity surrogates and real bioreactor runs as high-fidelity evaluations within multi-fidelity Bayesian optimization.,0
digital_twin_calibration,Digital Twin calibration,concept,d4,プロセス制御・自律最適化,Online/offline parameter estimation and model-mismatch correction using real batch data. Required to keep the DT aligned with the physical process.,0
universal_differential_equation,Universal Differential Equation (UDE),concept,d4,プロセス制御・自律最適化,Hybrid model where known mechanistic terms remain explicit and unknown terms are learned by a neural network. Bridges Manstein ODE and full PINN approaches.,0
neural_ode,Neural ODE,concept,d4,プロセス制御・自律最適化,Learned ordinary differential equation dx/dt = f_theta(x). Can be combined with known physics (UDE) for bioreactor dynamics.,0
kinetic_cell_model,Kinetic Cell Model,concept,d1,細胞生物学・培養プロトコル,Sub-model describing cell metabolism and growth kinetics. In advanced DTs it combines genome-scale metabolic networks with neural networks.,0
reactor_model,Reactor Model,concept,d4,プロセス制御・自律最適化,Mass-balance model of batch/fed-batch/perfusion reactor volumes and concentrations due to inlet/outlet streams.,0
extracellular_reaction_model,Extracellular Reaction Model,concept,d4,プロセス制御・自律最適化,"Model of abiotic reactions in culture media, e.g. glutamine degradation.",0
model_mismatch_correction,Model mismatch correction,concept,d4,プロセス制御・自律最適化,Learned correction that refines low-fidelity digital twin or simulation predictions using real data. Essential for trustworthy multi-fidelity BO.,0
prediction_confidence_score,Prediction confidence score,concept,d6,GMP・規制・データインテグリティ,Normalized score derived from model predictive uncertainty (e.g. 95% CI width). Drives Human-on-the-loop escalation for DT/BO/MPC proposals.,0
data_requirement_pinn,Data requirement for PINN/hybrid models,concept,d4,プロセス制御・自律最適化,"Industry rule-of-thumb: hybrid ODE+NN needs ~50-100 batches, pure NN needs 200-500 batches, PINN ~30-80 batches. CHO/microbial-derived figures; iPSC-native requirements are unverified and likely higher.",0
src_thirugnanasambandam_2025,Thirugnanasambandam et al. 2025 (Comput Chem Eng),source,d4,プロセス制御・自律最適化,Dual-ANN PINN framework for generic bioreactor modelling; shows extrapolation limits under time-varying controls.,0
src_yang_2024_pinn,Yang et al. 2024 (Ind Eng Chem Res),source,d4,プロセス制御・自律最適化,"Hybrid PINN model for large-scale pilot CHO fed-batch culture. CHO example, not directly transferable to iPSC.",0
src_catalao_2025,Catalão et al. 2025 (J Process Control),source,d4,プロセス制御・自律最適化,"Bioprocess MPC with physics-informed neural networks, microbial community PHA production.",0
src_patel_2024,Patel et al. 2024 (ADCHEM),source,d4,プロセス制御・自律最適化,MPC using physics-informed neural networks for DAE systems with ResNet + NTK training.,0
src_shih_2025,"Shih, Jiang & Liang 2025 (NeurIPS / arXiv)",source,d4,プロセス制御・自律最適化,Extended Fiducial Inference for rigorous uncertainty quantification in PINNs without subjective priors/dropout rates.,0
src_nobar_2025,Nobar et al. 2025 (arXiv),source,d4,プロセス制御・自律最適化,Guided multi-fidelity Bayesian optimization with learned correction model for digital twin controller tuning.,0
src_bioprocesstools_2026,Bioprocesstools 2026: AI and ML for Bioprocess Optimization,source,d4,プロセス制御・自律最適化,Industry survey of ML method data requirements for bioprocess optimization.,0
src_bioprocessintl_2026,Bioprocess International 2026: Multifidelity Optimization in Biopharma,source,d4,プロセス制御・自律最適化,Case study of multi-fidelity BO in mAb process with mechanistic simulator bias up to 15%.,0
src_yokogawa_pharma40,Yokogawa: Building Intelligent processes for Pharma 4.0,source,d8,エコシステム・プレイヤー,Yokogawa Insilico digital twin architecture: Reactor + Extracellular Reaction + Kinetic Cell models.,0
src_pharma_manufacturing_2022,Pharma Manufacturing 2022: Pharma Innovation Awards,source,d8,エコシステム・プレイヤー,Yokogawa Insilico Digital Twin Factory award and up to 50% experimental effort reduction claim.,0
raman_calibration_ipsc,iPSC 浮遊凝集体 Raman 校正戦略,concept,d7,センサ・環境モニタリング,iPSC 浮遊/凝集体バイオリアクターにおける in-line Raman の再校正アプローチ。Nova FLEX2 を正解ラベル、capacitance を VCD anchor、凝集体画像を光散乱補正の共変量として用いる。CHO 由来モデルは転用不可。v1 では Nova 校正後のオプション、v2 以降の閉ループ入力昇格を目指す。〔推定：設計提案〕,0
raman_pls_model,Raman PLS chemometric モデル,concept,d4,プロセス制御・自律最適化,Raman スペクトルから glucose/lactate/glutamine 等を推定する部分最小二乗回帰モデル。前処理（ベースライン補正、Savitzky-Golay 微分、SNV/MSC）、変数選択、leave-one-batch-out 交差検証、外部検証を含む。iPSC では凝集体・高密度細胞による光散乱補正が必要。〔推定：CHO 事例を参考に iPSC 再解釈〕,0
raman_reference_nova,Nova FLEX2 Raman 正解ラベル,concept,d7,センサ・環境モニタリング,Raman PLS モデルの校正に使用する at-line リファレンス計測。Nova BioProfile FLEX2 による glucose/lactate/glutamine/osmolality/viability/細胞径等の多パラメータ正解。ALCOA-lite でサンプル時刻・スペクトル ID・モデル version と紐付ける。〔事実：Nova FLEX2 は 16 項 at-line analyzer; 推定：Raman 校正用途〕,0
raman_cell_scattering,Raman 細胞光散乱,concept,d7,センサ・環境モニタリング,懸濁細胞・凝集体による Mie 散乱により Raman 強度が減衰する現象。Beer-Lambert 則では記述できず、細胞密度との非線形関係が知られる。iPSC 凝集体（150–350 µm）は 785 nm レーザーに対して大きな散乱体となり、スペクトルベースラインと強度に影響を与える。〔事実：Yang 2024 J Biotechnol 396:41-52 DOI:10.1016/j.jbiotec.2024.10.007; 推定：iPSC 凝集体への適用〕,0
raman_aggregate_interference,Raman 凝集体干渉,concept,d7,センサ・環境モニタリング,凝集体径・密度の増大が Raman プローブの光路長と散乱断面積を変化させ、代謝物推定精度を低下させる要因。凝集体径は培養日数とともに増大し（95 µm → 530 µm）、多能性維持のため 400 µm 以下が推奨される。〔事実：Eppendorf AN485; StemCell mTeSR 3D manual; 推定：Raman 干渉〕,0
